row_type,tokenizer,time_window,protein_subtype,comparison,n_sequences,mean_token_entropy_bits,mean_effective_vocab_size,mean_cpg_token_fraction,mean_upa_token_fraction,js_distance
group_metric,cds_codon,pre-2009,NA-H1N1,,309.0,5.560762389139944,47.20280674526879,0.016097289575605783,0.10773545952864469,
group_metric,cds_codon,pre-2009,NA-H3N2,,385.0,5.6642282210712205,50.711866872965125,0.023030798788408347,0.10042771549877857,
group_metric,cds_frame_k6,2009-2014,HA-H1N1,,985.0,8.017746795648113,259.1758762837817,0.06761424871059007,0.299202073494377,
group_metric,cds_frame_k6,2009-2014,HA-H3N2,,676.0,8.058753730865712,266.6521753992876,0.08651665129598556,0.23815702922896684,
group_metric,cds_frame_k6,2009-2014,NA-H1N1,,1053.0,7.78627586169951,220.76269851116507,0.07560266596964454,0.24278580821394802,
group_metric,cds_frame_k6,2009-2014,NA-H3N2,,791.0,7.748132885480343,214.99679035156757,0.07194323408143147,0.22180025465279316,
group_metric,cds_frame_k6,2015-2019,HA-H1N1,,749.0,8.02770377603101,260.96831557248464,0.07023734826647544,0.28554916567201494,
group_metric,cds_frame_k6,2015-2019,HA-H3N2,,507.0,8.064007809006187,267.6206448651707,0.08571125935935432,0.25223397817503623,
group_metric,cds_frame_k6,2015-2019,NA-H1N1,,809.0,7.776793007790124,219.3086839785748,0.07580237484951977,0.24287686420189836,
group_metric,cds_frame_k6,2015-2019,NA-H3N2,,597.0,7.767903500518974,217.96784283294994,0.07569606658125343,0.21834953104263957,
group_metric,cds_frame_k6,2020+,HA-H1N1,,379.0,8.037876041489785,262.8251537325677,0.06506563009782801,0.28025110864239394,
group_metric,cds_frame_k6,2020+,HA-H3N2,,279.0,8.042084709499179,263.5904394157172,0.09255572698065108,0.24372483364541261,
group_metric,cds_frame_k6,2020+,NA-H1N1,,406.0,7.775280638675459,219.08370977771378,0.07345551341384224,0.23392770443863523,
group_metric,cds_frame_k6,2020+,NA-H3N2,,288.0,7.779606194701922,219.7365125229982,0.07848355421324678,0.21974471090275272,
group_metric,cds_frame_k6,pre-2009,HA-H1N1,,235.0,7.998081754577462,255.6688124257985,0.04055334185399594,0.26826554394406443,
group_metric,cds_frame_k6,pre-2009,HA-H3N2,,526.0,8.031162848351189,261.5997536323669,0.08892632008610647,0.227547972409447,
group_metric,cds_frame_k6,pre-2009,NA-H1N1,,309.0,7.700906212587059,208.0777160615999,0.06387750027548889,0.23887652293808823,
group_metric,cds_frame_k6,pre-2009,NA-H3N2,,385.0,7.734512846699205,212.97682583725168,0.07007967705157597,0.2388311361437913,
group_metric,cds_nonoverlap_k3_offset0,2009-2014,HA-H1N1,,985.0,5.57565081613086,47.691771001693425,0.019174815156832985,0.13304290911537392,
group_metric,cds_nonoverlap_k3_offset0,2009-2014,HA-H3N2,,676.0,5.633808201116402,49.65402105267216,0.02737070023580614,0.09331613223474984,
group_metric,cds_nonoverlap_k3_offset0,2009-2014,NA-H1N1,,1053.0,5.60621788014733,48.71323102777284,0.02062441885518587,0.11088191984570199,
group_metric,cds_nonoverlap_k3_offset0,2009-2014,NA-H3N2,,791.0,5.66519948766945,50.74591615344272,0.02492783217598845,0.09419457860342403,
group_metric,cds_nonoverlap_k3_offset0,2015-2019,HA-H1N1,,749.0,5.566234682878012,47.38153244184409,0.018190038216740485,0.12409726784448635,
group_metric,cds_nonoverlap_k3_offset0,2015-2019,HA-H3N2,,507.0,5.64009580323074,49.87027430339485,0.02650138482951166,0.09841577986826527,
group_metric,cds_nonoverlap_k3_offset0,2015-2019,NA-H1N1,,809.0,5.602916265903936,48.601576786890085,0.020999884898869742,0.1103336168799847,
group_metric,cds_nonoverlap_k3_offset0,2015-2019,NA-H3N2,,597.0,5.6562432988871505,50.43164540969617,0.025452813631239093,0.09141906353357244,
group_metric,cds_nonoverlap_k3_offset0,2020+,HA-H1N1,,379.0,5.573590419820838,47.623674503628465,0.018306355832349464,0.12057815439344964,
group_metric,cds_nonoverlap_k3_offset0,2020+,HA-H3N2,,279.0,5.637880261666318,49.79414371081285,0.028566193390263256,0.09419448680222402,
group_metric,cds_nonoverlap_k3_offset0,2020+,NA-H1N1,,406.0,5.595902342468622,48.365752914662636,0.020339967512456585,0.10553068326609563,
group_metric,cds_nonoverlap_k3_offset0,2020+,NA-H3N2,,288.0,5.656316044660217,50.4341039954356,0.025479105311135158,0.09061344888207717,
group_metric,cds_nonoverlap_k3_offset0,pre-2009,HA-H1N1,,235.0,5.60575068163622,48.6972390175101,0.01035936749792851,0.1243612585917676,
group_metric,cds_nonoverlap_k3_offset0,pre-2009,HA-H3N2,,526.0,5.6443688498434215,50.01964967422857,0.0283208318618142,0.09120177599634835,
group_metric,cds_nonoverlap_k3_offset0,pre-2009,NA-H1N1,,309.0,5.560762389139944,47.20280674526879,0.016097289575605783,0.10773545952864469,
