metric,subtype,rho_mean_random,rho_sd_random,rho_min_random,rho_max_random,n_correlations,valid_pairs_mean,omitted_pairs_mean
hamming_ha_na,H1N1,0.00011749172886053921,0.001928530617705543,-0.004209254282689253,0.005271993568127422,30,199903.0,97.0
hamming_ha_na,H3N2,0.00043243206839665044,0.0021202679948284764,-0.0031507056416163227,0.006713680860218568,30,199537.66666666666,462.3333333333333
