tokenizer,protein_subtype,metric,n,mean,std,ci_lower,ci_upper,ci_width
cds_frame_k6,HA-H1N1,effective_vocab_size,100,259.9756722398716,0.08746368416687736,259.82523291402197,260.15043472883883,0.3252018148168645
cds_frame_k6,HA-H1N1,cpg_token_fraction,100,0.06529039939979636,0.00029156421290788703,0.06463319140380074,0.06582696366704995,0.0011937722632492098
cds_frame_k6,HA-H1N1,upa_token_fraction,100,0.28867873497011154,0.0003810992583923844,0.28795367652264786,0.2893781687002695,0.001424492177621639
cds_frame_k6,HA-H3N2,token_entropy_bits,100,8.050407831009894,0.0006229878986573907,8.049227461387707,8.051633356143684,0.0024058947559773003
cds_frame_k6,HA-H3N2,effective_vocab_size,100,265.1241290201275,0.1138840248431186,264.90957625442746,265.3497245145294,0.4401482601019211
cds_frame_k6,HA-H3N2,cpg_token_fraction,100,0.08783148755734624,0.00019948832975218319,0.08747071369975817,0.08819432196988994,0.0007236082701317648
cds_frame_k6,HA-H3N2,upa_token_fraction,100,0.23971281730277103,0.000410470434820072,0.23903242120572488,0.240453101462229,0.001420680256504131
cds_frame_k6,NA-H1N1,token_entropy_bits,100,7.771447049555196,0.0009011355231058356,7.769724850259252,7.773251049100685,0.0035261988414330148
cds_frame_k6,NA-H1N1,effective_vocab_size,100,218.53774805864487,0.1338629482141086,218.2821107981217,218.80666229476958,0.5245514966478879
cds_frame_k6,NA-H1N1,cpg_token_fraction,100,0.07391947660111448,0.00017381026650837254,0.07362528935043897,0.07429639898112378,0.000671109630684813
cds_frame_k6,NA-H1N1,upa_token_fraction,100,0.24097486351784167,0.00019471140901503235,0.24058956376355836,0.2413335887326137,0.0007440249690553458
cds_frame_k6,NA-H3N2,token_entropy_bits,100,7.755692877614454,0.0006487558174426167,7.754429336793996,7.756976117866373,0.002546781072377158
cds_frame_k6,NA-H3N2,effective_vocab_size,100,216.13914808398215,0.09736046446464203,215.94989366919415,216.3314032297594,0.38150956056523455
cds_frame_k6,NA-H3N2,cpg_token_fraction,100,0.07356839647442076,0.0001518411780041823,0.0733093697415121,0.073851446896102,0.0005420771545898984
cds_frame_k6,NA-H3N2,upa_token_fraction,100,0.22367052208735738,0.00029939416642674676,0.22320764280721764,0.22432157434937366,0.001113931542156027
cds_nonoverlap_k3_offset0,HA-H1N1,token_entropy_bits,100,5.575290668101673,0.00039797744928451854,5.5745910223876685,5.575997594426074,0.0014065720384053293
cds_nonoverlap_k3_offset0,HA-H1N1,effective_vocab_size,100,47.68123221742426,0.013226450529001059,47.657805121387305,47.70475231626875,0.046947194881447274
